Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7069462232,TOPHAT5,NY,COM,07/01/2015,38,VAN,CHEVR,T,35270,11710,13610,20160531,0020,20,20,358927,T103,N,0159P,,NY,O,215,W 75th St,,0,408,h1,,Y,0830A,0700P,RED,,2002,,0,44 7,38-Failure to Display Muni Rec,,,
7069462268,J60CZX,NJ,PAS,07/01/2015,37,SUBN,LEXUS,T,35250,11710,13610,88888888,0020,20,20,358927,T103,N,0214P,0132P,NY,O,202,W 74th St,,0,408,h1,,Y,0830A,0700P,GREY,,0,108-3044,0,44 7,37-Expired Muni Meter,,,
7069462293,N89CRA,NJ,PAS,07/01/2015,37,SUBN,ROVER,T,11710,35170,35190,88888888,0020,20,20,358927,T103,N,0239P,0200P,NY,O,236,Amsterdam Ave,,0,408,h1,,Y,0730A,0700P,GREY,,0,103-3111,0,44 7,37-Expired Muni Meter,,,
7069463972,GNP7460,NY,PAS,07/15/2015,38,PICK,DODGE,T,35470,11710,13610,20160406,0020,20,20,358927,T103,N,0211P,,NY,F,212,W 85th St,,0,408,h1,,Y,0900A,0700P,GY,,2013,,0,44 7,38-Failure to Display Muni Rec,,,
7069463984,JNE4001,VA,PAS,07/15/2015,38,4DSD,LEXUS,T,13610,35470,35490,20150088,0020,20,20,358927,T103,N,0215P,,NY,F,2348,Broadway,,0,408,h1,,Y,0800A,1000P,BLACK,,0,,0,44 7,38-Failure to Display Muni Rec,,,
7069463996,JSA1042,PA,PAS,07/15/2015,20,4DSD,CHEVR,T,13610,35470,35490,20150088,0020,20,20,358927,T103,N,0217P,,NY,F,2350,Broadway,,0,408,d,,YYYYYYY,,,SILVE,,0,,0,44 7,20A-No Parking (Non-COM),,,
7069464009,GRR7629,NY,PAS,07/15/2015,37,SUBN,ACURA,T,13610,35470,35490,20170611,0020,20,20,358927,T103,N,0224P,0217P,NY,F,2350,Broadway,,0,408,h1,,Y,0800A,1000P,BL,,2003,108-3077,0,44 7,37-Expired Muni Meter,,,
7070618608,GPN9150,NY,PAS,07/09/2015,71,4DSD,NISSA,T,35470,13610,44990,20160601,0020,20,20,358889,T103,P,0332P,,NY,F,250,W 85th St,,0,408,j6,,YYYYYYY,,,BR,,2014,,0,43 7,71A-Insp Sticker Expired (NYS),,,
7070618610,GDY3795,NY,PAS,07/09/2015,71,SUBN,TOYOT,T,35410,13610,44990,20161120,0020,20,20,358889,T103,P,0344P,,NY,O,250-254,W 82nd St,,0,408,j6,,YYYYYYY,,,GY,,2006,,0,43 7,71A-Insp Sticker Expired (NYS),,,
7073827970,GNS8864,NY,PAS,07/16/2015,38,2DSD,MINI,T,15710,35270,35290,20160430,0020,20,20,362517,T103,P,0126P,,NY,F,324,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,RD,,2013,,0,05 7,38-Failure to Display Muni Rec,,,
7073828067,GAK4848,NY,PAS,07/16/2015,38,CONV,AS/M,T,11710,35370,35390,20160906,0020,20,20,362517,T103,P,0402P,,NY,F,423,Amsterdam Ave,,0,408,h1,,Y,0900A,1000P,BL,,2006,,0,05 7,38-Failure to Display Muni Rec,,,
7073828225,XX746V,NJ,PAS,07/17/2015,46,DELV,FRUEH,T,15710,35510,35530,20150088,0020,20,20,362517,T103,P,0252P,1200P,NY,F,575,Columbus Ave,,0,408,F1,,,,,WHITE,,0,,0,54 7,46B-Double Parking (Com-100Ft),,,
7073828237,GXH9732,NY,PAS,07/17/2015,38,4DSD,HONDA,T,15710,35310,35330,20170513,0020,20,20,362517,T103,P,0422P,,NY,F,370,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,BK,,2015,,0,54 7,38-Failure to Display Muni Rec,,,
7073828250,T674340C,NY,OMT,07/17/2015,38,4DSD,TOYOT,T,15710,35670,35690,20160531,0020,20,20,362517,T103,P,0527P,,NY,F,730,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,BK,,2015,,0,54 7,38-Failure to Display Muni Rec,,,
7073828810,GWG9780,NY,PAS,07/23/2015,38,SUBN,LEXUS,T,11710,35290,35310,20170430,0020,20,20,362517,T103,P,0428P,,NY,O,344,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,BK,,2015,,0,46 7,38-Failure to Display Muni Rec,,,
7073828833,L7380L,NJ,PAS,07/23/2015,19,4DSD,CADIL,T,35490,15710,11710,88888888,0020,20,20,362517,T103,P,0607P,,NY,F,107,W 86th St,,0,408,c3,,YYYYYYY,,,BLACK,,0,,0,46 7,19-No Stand (bus stop),,,
7075796744,PRZ2167,MN,PAS,07/10/2015,84,DELV,FRUEH,T,11710,35450,35470,20160288,0020,20,20,362269,T103,CC,0808A,,NY,F,509,Amsterdam Ave,,0,408,k7,,,,,WHITE,,0,,0,31 7,84-Platform lifts in low posit,,,
7075796756,G53FNW,NJ,PAS,07/10/2015,14,SUBN,KIA,T,35290,44990,29690,88888888,0020,20,20,362269,T103,CC,0834A,,NY,F,334,W 76th St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,31 7,14-No Standing,,,
7075796768,JSZ5258,PA,PAS,07/10/2015,14,4DSD,KIA,T,35290,11710,13610,20160388,0020,20,20,362269,T103,CC,0837A,,NY,O,205,W 76th St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,31 7,14-No Standing,,,
7075796781,GSP8410,NY,OMS,07/10/2015,38,4DSD,BMW,T,35290,40404,40404,20160930,0020,20,20,362269,T103,CC,0841A,,NY,O,2150,W 76th St,,0,408,h1,,Y,0830A,0700P,WH,,2015,,0,31 7,38-Failure to Display Muni Rec,,,
7075796793,GMT5560,OH,PAS,07/10/2015,38,SUBN,CHRYS,T,35290,40404,40404,88880088,0020,20,20,362269,T103,CC,0844A,,NY,O,2150,W 76th St,,0,408,h1,,Y,0830A,0700P,BLACK,,0,,0,31 7,38-Failure to Display Muni Rec,,,
7075796800,GZC8242,NY,OMS,07/10/2015,38,4DSD,CHEVR,T,35290,11710,13610,20160930,0020,20,20,362269,T103,CC,0845A,,NY,F,205,W 76th St,,0,408,h1,,Y,0830A,0700P,BK,,2016,,0,31 7,38-Failure to Display Muni Rec,,,
7075796811,TPL639,NE,PAS,07/10/2015,38,4DSD,CHEVR,T,35290,44990,29690,88880088,0020,20,20,362269,T103,CC,0847A,,NY,O,334,W 76th St,,0,408,h1,,Y,0830A,0700P,SILVE,,0,,0,31 7,38-Failure to Display Muni Rec,,,
7075796823,T2419X,TN,PAS,07/10/2015,38,SUBN,JEEP,T,35290,44990,29690,20151288,0020,20,20,362269,T103,CC,0849A,,NY,O,334,W 76th St,,0,408,h1,,Y,0830A,0700P,SILVE,,0,,0,31 7,38-Failure to Display Muni Rec,,,
7075796835,MIDRE52,NY,COM,07/10/2015,16,VAN,NISSA,T,35290,40404,40404,20160531,0020,20,20,362269,T103,CC,0856A,0824A,NY,F,2150,W 76th St,,20150710,408,k2,,YYYYY,0800A,0400P,BLUE,,2014,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7075796847,MIDRE58,NY,COM,07/10/2015,16,VAN,FORD,T,35290,40404,40404,20160930,0020,20,20,362269,T103,CC,0858A,0824A,NY,F,2150,W 76th St,,20150710,408,k2,,YYYYY,0800A,0400P,BLUE,,2012,,0,31 7,16-No Std (Com Veh) Com Plate,,,
7075796860,GUM5736,NY,PAS,07/10/2015,37,SUBN,DODGE,T,35350,11710,13610,20161130,0020,20,20,362269,T103,CC,0918A,0906A,NY,F,200,W 79th St,,0,408,h1,,Y,0830A,0700P,GY,,2014,108-3051,0,31 7,37-Expired Muni Meter,,,
7075796872,XS836F,NJ,PAS,07/10/2015,38,PICK,CHEVR,T,11710,35310,35330,88880088,0020,20,20,362269,T103,CC,0925A,,NY,F,376,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,GREY,,0,,0,31 7,38-Failure to Display Muni Rec,,,
7075797001,N688WE,NY,PAS,07/10/2015,71,4DSD,SUBAR,T,13610,35510,35530,20161108,0020,20,20,362269,T103,CC,1250P,,NY,F,2381,Broadway,,0,408,j6,,YYYYYYY,,,SILVE,,2012,,0,31 7,71A-Insp Sticker Expired (NYS),,,
7075797050,GKZ6024,NY,PAS,07/13/2015,38,SUBN,CHEVR,T,35270,11710,13610,20160603,0020,20,20,362269,T103,CC,0836A,,NY,O,201,W 75th St,,0,408,h1,,Y,0830A,0700P,GY,,2002,,0,46 7,38-Failure to Display Muni Rec,,,
7075797104,GXP6960,NY,PAS,07/13/2015,21,SUBN,HONDA,T,11710,35370,35390,20170505,0020,20,20,362269,T103,CC,0855A,,NY,F,425,Amsterdam Ave,,0,408,d1,,Y Y Y,0830A,0900A,BL,,2003,,0,46 7,21-No Parking (street clean),,,
7075797128,XBVV11,NJ,PAS,07/13/2015,38,DELV,INTER,T,35350,11710,13610,88880088,0020,20,20,362269,T103,CC,0902A,,NY,F,223,W 79th St,,0,408,h1,,Y,0830A,0700P,WHITE,,0,,0,46 7,38-Failure to Display Muni Rec,,,
7075797130,YNP34L,NJ,PAS,07/13/2015,16,4DSD,HONDA,T,35370,11710,13610,88888888,0020,20,20,362269,T103,CC,0906A,,NY,F,223,W 80th St,,0,408,k2,,Y,0600A,1000A,GREY,,0,,0,46 7,16A-No Std (Com Veh) Non-COM,,,
7075797232,GCV1834,NY,PAS,07/13/2015,37,SUBN,ME/BE,T,35350,11710,13610,20161026,0020,20,20,362269,T103,CC,0959A,0951A,NY,F,223,W 79th St,,0,408,h1,,Y,0830A,0700P,BLUE,,2008,108-3052,0,46 7,37-Expired Muni Meter,,,
7075797256,XW219W,NJ,PAS,07/13/2015,38,FLAT,INTER,T,11710,35370,35390,88880088,0020,20,20,362269,T103,CC,1020A,,NY,O,426,Amsterdam Ave,,0,408,h1,,Y,0900A,1000P,GREY,,0,,0,46 7,38-Failure to Display Muni Rec,,,
7075797323,H10DRB,NJ,PAS,07/13/2015,14,SUBN,CHRYS,T,13610,35690,35710,88888888,0020,20,20,362269,T103,CC,1130A,,NY,F,2565,Broadway,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,46 7,14-No Standing,,,
7075797335,XM4263,NY,COM,07/13/2015,16,VAN,FORD,T,13610,35670,35690,20160531,0020,20,20,362269,T103,CC,1237P,1149A,NY,F,2541,Broadway,,0,408,k2,,YYYYYYY,0700A,1000P,WH,,2010,,0,46 7,16-No Std (Com Veh) Com Plate,,,
7075798455,GHW3451,NY,PAS,07/20/2015,38,SUBN,BMW,T,13610,35450,35470,20170625,0020,20,20,362269,T103,CC,0807A,,NY,F,2330,Broadway,,0,408,h1,,Y,0800A,1000P,BK,,2011,,0,32 7,38-Failure to Display Muni Rec,,,
7075798479,T63FNW,NJ,PAS,07/20/2015,20,4DSD,FORD,T,35290,40404,40404,88888888,0020,20,20,362269,T103,CC,0826A,,NY,F,2150,W 76th St,,0,408,d,,YYYYYYY,,,GREY,,0,,0,32 7,20A-No Parking (Non-COM),,,
7075798480,GCA2025,NY,OMS,07/20/2015,20,4DSD,KIA,T,35290,40404,40404,20150930,0020,20,20,362269,T103,CC,0828A,,NY,F,2150,W 76th St,,0,408,d,,YYYYYYY,,,BK,,2015,,0,32 7,20A-No Parking (Non-COM),,,
7075798492,HZY1793,PA,PAS,07/20/2015,14,4DSD,TOYOT,T,35290,11710,13610,20160688,0020,20,20,362269,T103,CC,0829A,,NY,O,205,W 76th St,,0,408,c,,YYYYYYY,,,SILVE,,0,,0,32 7,14-No Standing,,,
7075798510,GDN8888,NY,PAS,07/20/2015,21,SUBN,NISSA,T,11710,35230,35250,20170228,0020,20,20,362269,T103,CC,0838A,,NY,F,287,Amsterdam Ave,,0,408,d1,,Y Y Y,0830A,0900A,WHITE,,2004,,0,32 7,21-No Parking (street clean),,,
7075798522,VBT7248,VA,PAS,07/20/2015,21,SUBN,CHEVR,T,11710,35250,35270,20150688,0020,20,20,362269,T103,CC,0840A,,NY,F,303,Amsterdam Ave,,0,408,d1,,Y Y Y,0830A,0900A,SILVE,,0,,0,32 7,21-No Parking (street clean),,,
7075798534,XBDJ89,NJ,PAS,07/20/2015,21,PICK,CHEVR,T,11710,35290,35310,88880088,0020,20,20,362269,T103,CC,0844A,,NY,O,340,Amsterdam Ave,,0,408,d1,,Y Y Y,0830A,0900A,WHITE,,0,,0,32 7,21-No Parking (street clean),,,
7075798546,GXA7812,NY,PAS,07/20/2015,21,SUBN,LINCO,T,11710,35270,35290,20170409,0020,20,20,362269,T103,CC,0845A,,NY,O,334,Amsterdam Ave,,0,408,d1,,Y Y Y,0830A,0900A,BK,,2013,,0,32 7,21-No Parking (street clean),,,
7075798583,GYH8900,NY,PAS,07/20/2015,38,SUBN,ROVER,T,11710,35450,35470,20170522,0020,20,20,362269,T103,CC,0907A,,NY,F,502,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,BK,,2008,,0,32 7,38-Failure to Display Muni Rec,,,
7075798595,K41214,CT,COM,07/20/2015,38,DELV,INTER,T,11710,35430,35450,88880088,0020,20,20,362269,T103,CC,0909A,,NY,F,488,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,32 7,38-Failure to Display Muni Rec,,,
7075798649,GYD3742,NY,PAS,07/20/2015,38,SUBN,CHEVR,T,35350,11710,13610,20170622,0020,20,20,362269,T103,CC,0924A,,NY,F,206,W 79th St,,0,408,h1,,Y,0830A,0700P,WH,,1999,,0,32 7,38-Failure to Display Muni Rec,,,
7075798650,GDM4261,NY,PAS,07/20/2015,38,SUBN,LEXUS,T,11710,35310,35330,20170211,0020,20,20,362269,T103,CC,0929A,,NY,O,376,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,GREY,,2013,,0,32 7,38-Failure to Display Muni Rec,,,
7075798674,VFN1827,VA,PAS,07/20/2015,14,4DSD,KIA,T,35290,11710,13610,20170488,0020,20,20,362269,T103,CC,0934A,,NY,O,205,W 76th St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,32 7,14-No Standing,,,
7075798686,VBT7248,VA,PAS,07/20/2015,38,SUBN,CHEVR,T,11710,35250,35270,20150688,0020,20,20,362269,T103,CC,0939A,,NY,O,300,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,SILVE,,0,,0,32 7,38-Failure to Display Muni Rec,,,
7075798698,GDN8888,NY,PAS,07/20/2015,38,SUBN,NISSA,T,11710,35230,35250,20170228,0020,20,20,362269,T103,CC,0942A,,NY,F,287,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,WHITE,,2004,,0,32 7,38-Failure to Display Muni Rec,,,
7075798807,R868811,IL,PAS,07/20/2015,21,SUBN,CHEVR,T,35510,35510,35530,88880088,0020,20,20,362269,T103,CC,1041A,,NY,F,247,W 87th St,,0,408,d1,,Y  Y,0930A,1100A,WHITE,,0,,0,32 7,21-No Parking (street clean),,,
7075798893,U24DWF,NJ,PAS,07/20/2015,37,SUBN,LEXUS,T,13610,35490,35510,88888888,0020,20,20,362269,T103,CC,1135A,1128A,NY,F,2373,Broadway,,0,408,h1,,Y,0830A,1000P,RED,,0,108-3080,0,32 7,37-Expired Muni Meter,,,
7075798900,J669674,NJ,PAS,07/20/2015,40,VAN,FORD,T,35450,13610,44990,88888888,0020,20,20,362269,T103,CC,1149A,,NY,F,255,W 84th St,,0,408,e2,,YYYYYYY,,,WHITE,,0,,0,32 7,40-Fire Hydrant,,,
7075799009,GCY4790,NY,PAS,07/21/2015,21,4DSD,TOYOT,T,11710,35290,35310,20170519,0020,20,20,362269,T103,CC,0853A,,NY,F,352,Amsterdam Ave,,0,408,d1,,Y Y Y,0830A,0900A,BK,,2013,,0,46 7,21-No Parking (street clean),,,
7075799010,GCA2025,NY,OMS,07/21/2015,20,4DSD,KIA,T,35290,40404,40404,20150930,0020,20,20,362269,T103,CC,0857A,,NY,F,2150,W 76th St,,0,408,d,,YYYYYYY,,,BK,,2015,,0,46 7,20A-No Parking (Non-COM),,,
7075799022,T63FNW,NJ,PAS,07/21/2015,20,4DSD,FORD,T,35290,40404,40404,88888888,0020,20,20,362269,T103,CC,0858A,,NY,F,2150,W 76th St,,0,408,d,,YYYYYYY,,,GREY,,0,,0,46 7,20A-No Parking (Non-COM),,,
7075799095,GDM4261,NY,PAS,07/21/2015,38,SUBN,LEXUS,T,11710,35310,35330,20170211,0020,20,20,362269,T103,CC,0934A,,NY,O,376,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,GREY,,2013,,0,46 7,38-Failure to Display Muni Rec,,,
7075800632,GER3377,NY,PAS,07/28/2015,46,SUBN,FORD,T,35290,11710,13610,20170206,0020,20,20,362269,T103,CC,0926A,,NY,F,200,W 76th St,,0,408,f1,,,,,WH,,2012,,0,37 7,46A-Double Parking (Non-COM),,,
7075800644,MIDRE52,NY,COM,07/28/2015,16,VAN,NISSA,T,35290,40404,40404,20160531,0020,20,20,362269,T103,CC,0930A,0832A,NY,F,2150,W 76th St,,20150728,408,k2,,YYYYY,0800A,0400P,BLUE,,2014,,0,37 7,16-No Std (Com Veh) Com Plate,,,
7075800693,GGJ2639,NY,PAS,07/28/2015,21,SUBN,MINI,T,35470,40404,40404,20151017,0020,20,20,362269,T103,CC,1004A,,NY,O,520,W 85th St,,0,408,d1,,Y  Y,0930A,1100A,WH,,2010,,0,37 7,21-No Parking (street clean),,,
7075800711,GRS4157,NY,PAS,07/28/2015,21,SUBN,CADIL,T,35570,11710,13610,20160714,0020,20,20,362269,T103,CC,1021A,,NY,F,210,W 90th St,,0,408,d1,,Y  Y,0930A,1100A,GY,,2010,,0,37 7,21-No Parking (street clean),,,
7075800814,GTA1426,NY,PAS,07/28/2015,38,4DSD,TOYOT,T,35270,15710,11710,20160824,0020,20,20,362269,T103,CC,1258P,,NY,F,161,W 75th St,,0,408,h1,,Y,0900A,0700A,GY,,2014,,0,37 7,38-Failure to Display Muni Rec,,,
7075800840,GEH5630,NY,PAS,07/28/2015,37,4DSD,INFIN,T,11710,35350,35370,20170327,0020,20,20,362269,T103,CC,0119P,0112P,NY,O,403,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,BLACK,,2013,103-3035,0,37 7,37-Expired Muni Meter,,,
7075800875,GNX3181,NY,PAS,07/28/2015,37,PICK,DODGE,T,35690,11710,13610,20160331,0020,20,20,362269,T103,CC,0155P,1025A,NY,F,206,W 96th St,,0,408,h1,,Y,0800A,0700P,BL,,2014,103-8132,0,37 7,37-Expired Muni Meter,,,
7076156660,R12FGF,NJ,PAS,06/26/2015,37,4DSD,BMW,T,11710,35390,35410,88888888,0020,20,20,359611,T103,H,1025A,1019A,NY,F,450,Amsterdam Ave,,20150626,408,h1,,Y,0900A,0700P,GREY,,0,103-3033,0,30 7,37-Expired Muni Meter,,,
7076156696,G76DYG,NJ,PAS,06/26/2015,37,SUBN,FORD,T,35310,0,0,88888888,0020,20,20,359611,T103,H,1038A,1031A,NY,I,N,W 77th St,52ft W/of Amsterdam,0,408,h1,,Y,0830A,0700P,WHITE,,0,103-3039,0,30 7,37-Expired Muni Meter,,,
7076156714,G67EWK,NJ,PAS,06/26/2015,19,SUBN,CHEVR,T,35210,15710,11710,88888888,0020,20,20,359611,T103,H,1052A,,NY,O,174,W 72nd St,,0,408,c3,,YYYYYYY,,,BLUE,,0,,0,30 7,19-No Stand (bus stop),,,
7076156751,GTM6671,NY,PAS,06/26/2015,21,2DSD,SMART,T,35290,14510,15710,20160908,0020,20,20,359611,T103,H,1108A,,NY,F,12,W 76th St,,0,408,d1,,Y  Y,1100A,1230A,BK,,2015,,0,30 7,21-No Parking (street clean),,,
7076156763,H92FKP,NJ,PAS,06/26/2015,21,4DSD,FORD,T,35310,14510,15710,88888888,0020,20,20,359611,T103,H,1114A,,NY,F,6,W 77th St,,0,408,d1,,Y  Y,1100A,1230A,GREY,,0,,0,30 7,21-No Parking (street clean),,,
7076156878,GYG1430,NY,PAS,06/26/2015,37,SUBN,HONDA,T,35210,13610,44990,20170503,0020,20,20,359611,T103,H,1159A,1139A,NY,F,252,W 72nd St,,20150626,408,h1,,Y,0900A,0700P,BLACK,,2015,108-3013,0,30 7,37-Expired Muni Meter,,,
7076156910,H70FHX,NJ,PAS,06/28/2015,40,4DSD,NISSA,T,35290,0,0,88888888,0020,20,20,359611,T103,H,0854A,,NY,I,N,W 76th St,21ft W/of Central Pa,0,408,e2,,YYYYYYY,,,BLACK,,0,,9,24 7,40-Fire Hydrant,,,
7076156933,GUX6153,NY,PAS,06/28/2015,40,SUBN,ME/BE,T,14510,35250,35270,20161023,0020,20,20,359611,T103,H,0924A,,NY,F,146,Central Park West.,,0,408,e2,,YYYYYYY,,,GREY,,2014,,9,24 7,40-Fire Hydrant,,,
7076156957,GMK1592,NY,PAS,06/28/2015,71,SUBN,ACURA,T,35250,0,0,20160309,0020,20,20,359611,T103,H,0936A,,NY,I,N,W 74th St,36ft E/of Columbus A,0,408,j6,,YYYYYYY,,,BLUE,,2011,,0,24 7,71A-Insp Sticker Expired (NYS),,,
7076157020,H725SZ,FL,PAS,06/28/2015,19,SUBN,NISSA,T,35350,15710,11710,20160588,0020,20,20,359611,T103,H,1134A,,NY,O,172,W 79th St,,0,408,c3,,YYYYYYY,,,BLACK,,0,,0,24 7,19-No Stand (bus stop),,,
7076158127,GKN8421,NY,PAS,07/02/2015,37,SUBN,GMC,T,13610,0,0,20160520,0020,20,20,359611,T103,H,1055A,1049A,NY,I,W,Broadway,13ft S/of W 83rd St,0,408,h1,,Y,0800A,1000P,GY,,2015,108-3091,0,44 7,37-Expired Muni Meter,,,
7076158176,K37DHW,NJ,PAS,07/02/2015,21,SUBN,NISSA,T,35310,15710,11710,88888888,0020,20,20,359611,T103,H,1117A,,NY,F,103,W 77th St,,0,408,d1,,Y  Y,1100A,1230A,RED,,0,,0,44 7,21-No Parking (street clean),,,
7076158218,GWY7827,NY,PAS,07/02/2015,21,SUBN,FORD,T,35270,14510,15710,20170322,0020,20,20,359611,T103,H,1133A,,NY,F,9,W 75th St,,0,408,d1,,Y  Y,1100A,1230A,GR,,2002,,0,44 7,21-No Parking (street clean),,,
7076158796,GHE8092,NY,PAS,07/07/2015,20,SUBN,ME/BE,T,11710,0,0,20150818,0020,20,20,359611,T103,H,1052A,,NY,I,E,Amsterdam Ave,23ft S/of W 73rd St,0,408,d,,YYYYYYY,,,BL,,2002,,0,51 7,20A-No Parking (Non-COM),,,
7076158814,GST3955,NY,PAS,07/07/2015,40,VAN,FORD,T,35210,15710,11710,20161016,0020,20,20,359611,T103,H,1058A,,NY,O,152,W 72nd St,,0,408,e2,,YYYYYYY,,,RD,,1999,,0,51 7,40-Fire Hydrant,,,
7076158851,GXN8207,NY,OMS,07/07/2015,40,4DSD,TOYOT,T,35210,0,0,20160930,0020,20,20,359611,T103,H,1109A,,NY,I,N,W 72nd St,8ft E/of Columbus Av,0,408,e2,,YYYYYYY,,,BK,,2015,,6,51 7,40-Fire Hydrant,,,
7076159340,JRV2076,PA,PAS,07/09/2015,21,4DSD,BMW,T,35330,15710,11710,88880088,0020,20,20,359611,T103,H,1115A,,NY,F,141,W 78th St,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,0,,0,44 7,21-No Parking (street clean),,,
7076159363,GYR4296,NY,OMS,07/09/2015,21,SUBN,TOYOT,T,35290,15710,11710,20160930,0020,20,20,359611,T103,H,1122A,,NY,O,150,W 76th St,,0,408,d1,,Y  Y,1100A,1230A,BL,,2015,,0,44 7,21-No Parking (street clean),,,
7076159399,GNH4413,NY,PAS,07/09/2015,37,4DSD,NS/OT,T,15710,0,0,20160430,0020,20,20,359611,T103,H,1210P,1201P,NY,I,E,Columbus Ave,19ft S/of W 69th St,0,408,h1,,Y,0730A,0700P,BLUE,,2007,103-3106,0,44 7,37-Expired Muni Meter,,,
7076159405,GFG5130,NY,PAS,07/09/2015,37,SUBN,JEEP,T,13610,0,0,20170430,0020,20,20,359611,T103,H,1223P,1143A,NY,I,E,Broadway,52ft S/of W 69th St,0,408,h1,,Y,0800A,1000P,BLACK,,2012,108-3024,0,44 7,37-Expired Muni Meter,,,
7076159442,GWD9376,NY,OMS,07/09/2015,16,SUBN,TOYOT,T,15710,0,0,20160930,0020,20,20,359611,T103,H,0221P,,NY,I,E,Columbus Ave,42ft N/of W 75th St,0,408,k2,,YYYYY,0700A,0700P,GY,,2015,,0,44 7,16A-No Std (Com Veh) Non-COM,,,
7076159466,GMU5468,NY,PAS,07/09/2015,74,SUBN,AUDI,T,15710,0,0,20160211,0020,20,20,359611,T103,H,0234P,,NY,I,W,Columbus Ave,58ft S/of W 77th St,0,408,j2,,,,,BK,,2014,,0,44 7,74-Missing Display Plate,,,
7076159480,GRE2547,NY,OMS,07/09/2015,71,4DSD,NISSA,T,35550,0,0,20150930,0020,20,20,359611,T103,H,0259P,,NY,I,N,W 89th St,7ft W/of Columbus Av,0,408,j6,,YYYYYYY,,,GY,,2014,,0,44 7,71A-Insp Sticker Expired (NYS),,,
7076160160,YMM83Y,NJ,PAS,07/14/2015,21,4DSD,AUDI,T,35290,15710,11710,88888888,0020,20,20,359611,T103,H,1135A,,NY,F,152,W 76th St,,0,408,d1,,Y  Y,1100A,1230A,BLUE,,0,,0,50 7,21-No Parking (street clean),,,
7076160171,GCF3739,NY,PAS,07/14/2015,16,SUBN,INFIN,T,15710,0,0,20161031,0020,20,20,359611,T103,H,1140A,,NY,I,E,Columbus Ave,28ft N/of W 75th St,0,408,k2,,YYYYY,0700A,0700P,BLACK,,2013,,0,50 7,16A-No Std (Com Veh) Non-COM,,,
7076160274,GJM2778,NY,PAS,07/14/2015,37,SUBN,DODGE,T,35210,13610,44990,20150819,0020,20,20,359611,T103,H,0141P,0135P,NY,F,251,W 72nd St,,0,408,h1,,Y,0830A,0700P,WH,,2006,108-3014,0,50 7,37-Expired Muni Meter,,,
7076160687,GKD8860,NY,PAS,07/16/2015,46,SUBN,TOYOT,T,11710,35410,35430,20151114,0020,20,20,359611,T103,H,1026A,,NY,O,462,Amsterdam Ave,,0,408,f1,,,,,BK,,2013,,0,39 7,46A-Double Parking (Non-COM),,,
7076160742,GGE8640,NY,PAS,07/16/2015,70,SUBN,HONDA,T,35210,15710,11710,20150715,0020,20,20,359611,T103,H,1053A,,NY,O,148,W 72nd St,,0,408,j3,,YYYYYYY,,,GY,,2004,,0,39 7,70A-Reg. Sticker Expired (NYS),,,
7076160780,GSV9744,NY,PAS,07/16/2015,21,SUBN,AUDI,T,35270,14510,15710,20160825,0020,20,20,359611,T103,H,1108A,,NY,O,38,W 75th St,,0,408,d1,,Y  Y,1100A,1230A,GY,,2013,,0,39 7,21-No Parking (street clean),,,
7076160821,GYU6928,NY,PAS,07/16/2015,21,4DSD,AUDI,T,35290,0,0,20170706,0020,20,20,359611,T103,H,1119A,,NY,I,N,W 76th St,23ft E/of Columbus A,0,408,d1,,Y  Y,1100A,1230A,BLACK,,2013,,0,39 7,21-No Parking (street clean),,,
7076160869,XM879F,NJ,PAS,07/16/2015,21,VAN,CHEVR,T,35310,15710,11710,88880088,0020,20,20,359611,T103,H,1126A,,NY,F,117,W 77th St,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,0,,0,39 7,21-No Parking (street clean),,,
