CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,1/17/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,43,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,1/17/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
41581830,PAD THAI NOODLE LOUNGE,Manhattan,114,8 AVENUE,10011,2126916226,Thai,1/17/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,26,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74082337,-74.00172495,104,3,8100,1081540,1007650001,MN13
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,1/17/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,7184249054,Thai,1/17/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,43,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74610929,-73.89007452,404,25,26700,4036743,4014860044,QN29
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,8/8/2021,Administrative Miscellaneous / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,2126219112,Thai,1/21/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,35,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104,3,12100,1025037,1010360163,MN15
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,9293377651,Thai,1/22/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7169063,-73.95872799,301,33,55300,3062192,3023350026,BK73
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,9293377651,Thai,1/22/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7169063,-73.95872799,301,33,55300,3062192,3023350026,BK73
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,9293377651,Thai,1/22/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7169063,-73.95872799,301,33,55300,3062192,3023350026,BK73
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,1/23/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,,,8/8/2021,Cycle Inspection / Initial Inspection,40.62339574,-74.02811598,310,43,6200,3153126,3060340041,BK31
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,6467264548,Thai,1/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109,7,21900,1059700,1019820024,MN06
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,6467264548,Thai,1/23/2020,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109,7,21900,1059700,1019820024,MN06
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,2122804575,Thai,1/23/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107,7,19500,1056657,1018790029,MN09
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,1/23/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,,,8/8/2021,Cycle Inspection / Initial Inspection,40.62339574,-74.02811598,310,43,6200,3153126,3060340041,BK31
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,2122804575,Thai,1/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107,7,19500,1056657,1018790029,MN09
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,2122804575,Thai,1/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107,7,19500,1056657,1018790029,MN09
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,6467264548,Thai,1/23/2020,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109,7,21900,1059700,1019820024,MN06
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,2127657800,Thai,1/27/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104,3,13300,1026710,1010610001,MN15
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,9176843099,Thai,1/27/2020,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107,7,18700,1056509,1018730030,MN12
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,2127657800,Thai,1/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104,3,13300,1026710,1010610001,MN15
50075350,PRIK THAI KITHCEN,Queens,47-16,30 AVENUE,11103,7187771502,Thai,1/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,1/27/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.76115357,-73.90918506,401,22,15100,4013384,4007290046,QN70
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,2125641822,Thai,1/27/2020,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104,3,11100,1013609,1007600074,MN13
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,9176843099,Thai,1/27/2020,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107,7,18700,1056509,1018730030,MN12
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,2127657800,Thai,1/27/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104,3,13300,1026710,1010610001,MN15
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,2125641822,Thai,1/27/2020,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104,3,11100,1013609,1007600074,MN13
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,2125641822,Thai,1/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104,3,11100,1013609,1007600074,MN13
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,9176843099,Thai,1/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107,7,18700,1056509,1018730030,MN12
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,9176843099,Thai,1/27/2020,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107,7,18700,1056509,1018730030,MN12
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,2125641822,Thai,1/27/2020,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104,3,11100,1013609,1007600074,MN13
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,9176843099,Thai,1/27/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107,7,18700,1056509,1018730030,MN12
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,2125641822,Thai,1/27/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104,3,11100,1013609,1007600074,MN13
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,2125641822,Thai,1/27/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104,3,11100,1013609,1007600074,MN13
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,2127657800,Thai,1/27/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104,3,13300,1026710,1010610001,MN15
50075350,PRIK THAI KITHCEN,Queens,47-16,30 AVENUE,11103,7187771502,Thai,1/27/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,1/27/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.76115357,-73.90918506,401,22,15100,4013384,4007290046,QN70
50009823,PAM REAL THAI 49,Manhattan,404,WEST   49 STREET,10019,2123337500,Thai,1/29/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7630555,-73.98992481,104,3,12700,1085041,1010580036,MN15
50009823,PAM REAL THAI 49,Manhattan,404,WEST   49 STREET,10019,2123337500,Thai,1/29/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,15,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7630555,-73.98992481,104,3,12700,1085041,1010580036,MN15
50009823,PAM REAL THAI 49,Manhattan,404,WEST   49 STREET,10019,2123337500,Thai,1/29/2020,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,15,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7630555,-73.98992481,104,3,12700,1085041,1010580036,MN15
50000950,THAI 101,Queens,3915,BELL BLVD,11361,7186318600,Thai,1/30/2020,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,17,,,8/8/2021,Cycle Inspection / Initial Inspection,40.76505221,-73.77174336,411,19,112300,4137620,4062410010,QN46
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,2125289922,Thai,1/30/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101,1,1502,1001104,1000650022,MN25
50000950,THAI 101,Queens,3915,BELL BLVD,11361,7186318600,Thai,1/30/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,,,8/8/2021,Cycle Inspection / Initial Inspection,40.76505221,-73.77174336,411,19,112300,4137620,4062410010,QN46
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,2125289922,Thai,1/30/2020,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101,1,1502,1001104,1000650022,MN25
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,2125289922,Thai,1/30/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101,1,1502,1001104,1000650022,MN25
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,2125289922,Thai,1/30/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101,1,1502,1001104,1000650022,MN25
50000950,THAI 101,Queens,3915,BELL BLVD,11361,7186318600,Thai,1/30/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,,8/8/2021,Cycle Inspection / Initial Inspection,40.76505221,-73.77174336,411,19,112300,4137620,4062410010,QN46
41719811,MYRTLE THAI RESTAURANT,Brooklyn,438,MYRTLE AVENUE,11205,7184221142,Thai,2/3/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.69318898,-73.96807169,302,35,19500,3054797,3019020022,BK69
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,2125815999,Thai,2/3/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76271237,-73.98952416,104,3,12700,1026607,1010580035,MN15
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,2125815999,Thai,2/3/2020,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,10,A,2/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76271237,-73.98952416,104,3,12700,1026607,1010580035,MN15
41719811,MYRTLE THAI RESTAURANT,Brooklyn,438,MYRTLE AVENUE,11205,7184221142,Thai,2/3/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.69318898,-73.96807169,302,35,19500,3054797,3019020022,BK69
41230254,BKNY THAI RESTAURANT,Queens,47-11,FRANCIS LEWIS BOULEVARD,11361,7182811900,Thai,2/3/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75296453,-73.78032105,411,20,145102,4127142,4056200001,QN46
41415537,KATI THAI CUISINE,Manhattan,347,EAST   14 STREET,10003,2125332046,Thai,2/3/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73154757,-73.98302715,106,2,4800,1020403,1009210024,MN21
41719811,MYRTLE THAI RESTAURANT,Brooklyn,438,MYRTLE AVENUE,11205,7184221142,Thai,2/3/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,,,8/8/2021,Cycle Inspection / Initial Inspection,40.69318898,-73.96807169,302,35,19500,3054797,3019020022,BK69
41415537,KATI THAI CUISINE,Manhattan,347,EAST   14 STREET,10003,2125332046,Thai,2/3/2020,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73154757,-73.98302715,106,2,4800,1020403,1009210024,MN21
41230254,BKNY THAI RESTAURANT,Queens,47-11,FRANCIS LEWIS BOULEVARD,11361,7182811900,Thai,2/3/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75296453,-73.78032105,411,20,145102,4127142,4056200001,QN46
50096198,WOW SUSHI & THAI,Brooklyn,1708,EAST   16 STREET,11229,7183363887,Japanese,2/4/2020,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,,,,8/8/2021,Administrative Miscellaneous / Initial Inspection,40.60784746,-73.95717502,315,48,55200,3182979,3067980013,BK44
41310519,LANTERN THAI,Manhattan,311,2 AVENUE,10003,2127772770,Thai,2/4/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73492363,-73.98306237,106,2,4800,1019587,1008990024,MN21
41310519,LANTERN THAI,Manhattan,311,2 AVENUE,10003,2127772770,Thai,2/4/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73492363,-73.98306237,106,2,4800,1019587,1008990024,MN21
40392724,JAIYA THAI ORIENTAL RESTAURANT,Manhattan,396,THIRD AVENUE,10016,2128891330,Thai,2/4/2020,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,14,B,2/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74210357,-73.98076899,106,2,7200,1018220,1008840040,MN20
40392724,JAIYA THAI ORIENTAL RESTAURANT,Manhattan,396,THIRD AVENUE,10016,2128891330,Thai,2/4/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,14,B,2/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74210357,-73.98076899,106,2,7200,1018220,1008840040,MN20
40392724,JAIYA THAI ORIENTAL RESTAURANT,Manhattan,396,THIRD AVENUE,10016,2128891330,Thai,2/4/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,14,B,2/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74210357,-73.98076899,106,2,7200,1018220,1008840040,MN20
41310519,LANTERN THAI,Manhattan,311,2 AVENUE,10003,2127772770,Thai,2/4/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73492363,-73.98306237,106,2,4800,1019587,1008990024,MN21
41310519,LANTERN THAI,Manhattan,311,2 AVENUE,10003,2127772770,Thai,2/4/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73492363,-73.98306237,106,2,4800,1019587,1008990024,MN21
40392724,JAIYA THAI ORIENTAL RESTAURANT,Manhattan,396,THIRD AVENUE,10016,2128891330,Thai,2/4/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,B,2/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74210357,-73.98076899,106,2,7200,1018220,1008840040,MN20
40392724,JAIYA THAI ORIENTAL RESTAURANT,Manhattan,396,THIRD AVENUE,10016,2128891330,Thai,2/4/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,B,2/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74210357,-73.98076899,106,2,7200,1018220,1008840040,MN20
50047323,TANA THAI RESTAURANT,Bronx,1890,EASTCHESTER ROAD,10461,7186841900,Thai,2/5/2020,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7,A,2/5/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.85158618,-73.84403242,211,13,29600,2046946,2042090015,BX49
